rebalance_date,ticker,weight,score
2021-02-26,CCL,0.023445042995592576,0.6207608060809919
2021-02-26,RCL,0.022792254380077544,0.6034767436357329
2021-02-26,VLO,0.021828720788741568,0.5779650016032583
2021-02-26,UAL,0.02023120889851934,0.5356672430158782
2021-02-26,AA,0.020021215201772136,0.5301071825592083
2021-02-26,OXY,0.019982660450750502,0.5290863578873601
2021-02-26,ALK,0.019975539672724668,0.5288978191029325
2021-02-26,LUV,0.0196266926739915,0.5196613018496588
2021-02-26,DVN,0.019469023011275698,0.515486639131387
2021-02-26,COP,0.019447052951303605,0.5149049318536274
2021-02-26,APA,0.01939151082970567,0.5134343279318916
2021-02-26,AAL,0.019172881429717768,0.507645617602164
2021-02-26,EOG,0.01906922348133422,0.5049010377945105
2021-02-26,WYNN,0.018393285038689724,0.48700403105427936
2021-02-26,SLB,0.018330167473348414,0.48533285003974647
2021-02-26,BBWI,0.018306649436560535,0.48471015655709304
2021-02-26,DAL,0.018166768078133545,0.48100647962934473
2021-02-26,MGM,0.01808322779369175,0.4787945607038784
2021-02-26,SPG,0.017627357153496122,0.4667243492681521
2021-02-26,MAR,0.017302914102912043,0.4581339820145791
2021-02-26,HAL,0.01725522149568116,0.4568712118283904
2021-02-26,MPC,0.017191527283813082,0.45518476278628994
2021-02-26,PSX,0.017185414918641926,0.4550229240244066
2021-02-26,FCX,0.01701405070357255,0.4504856669035773
2021-02-26,BKR,0.016845692210550434,0.4460279931062361
2021-02-26,LVS,0.016829257377873153,0.4455928435531953
2021-02-26,XOM,0.01650397005981626,0.4369801223991807
2021-02-26,FANG,0.01629842086236376,0.43153774016410007
2021-02-26,NUE,0.016266706818629916,0.43069803876726276
2021-02-26,EXPE,0.016169810306385635,0.42813248335077225
2021-02-26,MET,0.015962043169427908,0.422631376125707
2021-02-26,WFC,0.01592685283087878,0.42169963192169235
2021-02-26,LYFT,0.01578980761321394,0.4180710482674348
2021-02-26,HST,0.01565767971069089,0.4145726617090728
2021-02-26,HLT,0.015656751330000912,0.4145480807200097
2021-02-26,HPQ,0.015460833953382283,0.40936072283553426
2021-02-26,LYB,0.0153278696142364,0.4058401897162842
2021-02-26,EL,0.01523660501163283,0.4034237519093882
2021-02-26,DE,0.015084732488378303,0.3994025816357931
2021-02-26,ABNB,0.014999239958891393,0.397138972585122
2021-02-26,IT,0.014973294420594209,0.39645200548207193
2021-02-26,CVX,0.014883428308844676,0.3940725958994369
2021-02-26,FITB,0.01471332623811643,0.38956875691901094
2021-02-26,MLM,0.014683042260302271,0.38876691976807076
2021-02-26,CFG,0.014665279570420936,0.3882966121772091
2021-02-26,AMAT,0.014592881719895793,0.3863797145174792
2021-02-26,KEY,0.014549248111677222,0.38522441555662534
2021-02-26,AIG,0.014537981899258378,0.3849261169736833
2021-02-26,TFC,0.014347204087818182,0.37987484076001854
2021-02-26,COF,0.014309618638765316,0.37887968056110743
2021-02-26,SCHW,0.014241873246270341,0.3770859673031979
2021-02-26,DT,0.014194616751854898,0.3758347441951231
2021-02-26,USB,0.01417755411671856,0.3753829721449251
2021-02-26,EG,0.014155997874907957,0.37481222164363825
2021-02-26,BKNG,0.014078409065334276,0.3727578815435635
2021-02-26,KIM,0.013999541062656603,0.3706696718983351
2021-02-26,CINF,0.013935024642348868,0.3689614530188381
2021-02-26,AVY,0.013923355871866893,0.3686524957961226
2021-02-26,CAT,0.01385694113892566,0.3668940147746118
2021-02-26,MU,0.01385549741302218,0.36685578884959336
2021-03-31,AA,0.02911442936266787,1.0225185720869057
2021-03-31,NUE,0.025990708178630143,0.9128113583575005
2021-03-31,AAL,0.021724763263251155,0.7629884698804924
2021-03-31,EOG,0.02099347168194939,0.7373050118886736
2021-03-31,UAL,0.0208315862348184,0.7316194848196017
2021-03-31,BBWI,0.020639865734950906,0.7248861303951571
2021-03-31,ALK,0.01960463683916742,0.6885281870841694
2021-03-31,CCL,0.01955787865423132,0.6868860078094644
2021-03-31,HIG,0.019303533250077852,0.6779532241291718
2021-03-31,LUV,0.018815399519187606,0.6608096353169056
2021-03-31,LYFT,0.01857785326949889,0.6524668493735287
2021-03-31,COP,0.017518419889346576,0.6152588280999397
2021-03-31,AMAT,0.017427377692373968,0.6120613641864806
2021-03-31,HII,0.017425258777273144,0.6119869464461815
2021-03-31,DVN,0.017388246723027852,0.6106870579137472
2021-03-31,OXY,0.017268767532949723,0.6064908674505592
2021-03-31,HPQ,0.017026272648234666,0.597974282077426
